學年度,學校體系別,設立別,學校代碼,學校名稱,領域代碼/名稱,學門代碼/名稱,學類代碼/名稱,細學類代碼/名稱,科系代碼?,科系名稱,日間/進修別,等級別,畢業生數總計,畢業生數男,畢業生數女
105,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理學系,D 日,M 碩士,23,18,5
105,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131030,資訊管理學系,D 日,B 學士,57,34,23
105,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131034,資訊工程學系,D 日,D 博士,2,2,-
105,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131034,資訊工程學系,D 日,M 碩士,35,28,7
105,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131034,資訊工程學系,D 日,B 學士,51,38,13
105,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊管理學系,D 日,M 碩士,5,2,3
105,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131028,資訊管理學系,D 日,B 學士,45,29,16
105,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊管理學系,D 日,M 碩士,9,6,3
105,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊管理學系,D 日,B 學士,78,51,27
105,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131020,資訊工程學系,D 日,M 碩士,4,4,-
105,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131020,資訊工程學系,D 日,B 學士,44,36,8
105,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊工程學系,D 日,M 碩士,9,7,2
105,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131052,資訊工程學系,D 日,B 學士,35,27,8
105,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,D 博士,2,2,-
105,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,M 碩士,9,5,4
105,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134024,數位學習科技學系,D 日,B 學士,46,31,15
105,一般,公立,0037,國立臺北教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134004,資訊科學系,D 日,M 碩士,13,12,1
105,一般,公立,0037,國立臺北教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,06134004,資訊科學系,D 日,B 學士,36,30,6
105,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131042,資訊工程學系,D 日,M 碩士,12,10,2
105,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131042,資訊工程學系,D 日,B 學士,44,36,8
105,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,06133041,數位內容科技學系,D 日,M 碩士,4,2,2
105,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,06133041,數位內容科技學系,D 日,B 學士,43,22,21
105,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131015,理工學院智慧計算與應用碩士班,D 日,M 碩士,1,1,-
105,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131019,資訊工程學系,D 日,B 學士,33,29,4
105,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131057,資訊管理學系,D 日,M 碩士,10,5,5
105,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131057,資訊管理學系,D 日,B 學士,49,25,24
105,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學系,D 日,M 碩士,9,9,-
105,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131061,資訊科學系,D 日,B 學士,40,28,12
105,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,06199059,電腦與智慧型機器人學士學位學程,D 日,B 學士,29,27,2
105,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊科學系,D 日,M 碩士,9,8,1
105,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,06131016,資訊科學系,D 日,B 學士,39,23,16
104,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,D 博士,6,4,2
104,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,42,32,10
104,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,76,46,30
104,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,480505,數位內容碩士學位學程,D 日,M 碩士,16,6,10
104,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520116,資訊科學系,D 日,M 碩士,35,28,7
104,一般,公立,0001,國立政治大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520116,資訊科學系,D 日,B 學士,41,35,6
104,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,480401,資訊系統與應用研究所,D 日,D 博士,2,1,1
104,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,480401,資訊系統與應用研究所,D 日,M 碩士,39,23,16
104,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,D 博士,10,10,-
104,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,152,120,32
104,一般,公立,0002,國立清華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,117,96,21
104,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,D 博士,7,5,2
104,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,44,22,22
104,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,38,21,17
104,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480202,資訊網路與多媒體研究所,D 日,D 博士,8,5,3
104,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480202,資訊網路與多媒體研究所,D 日,M 碩士,47,37,10
104,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,D 博士,21,18,3
104,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,127,112,15
104,一般,公立,0003,國立臺灣大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,104,84,20
104,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理研究所,D 日,D 博士,2,1,1
104,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理研究所,D 日,M 碩士,27,15,12
104,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,D 博士,9,6,3
104,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,100,82,18
104,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,85,70,15
104,一般,公立,0005,國立成功大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,720714,醫學資訊研究所,D 日,M 碩士,6,4,2
104,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,36,24,12
104,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,35,16,19
104,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520119,資訊科學與工程學系,D 日,D 博士,6,6,-
104,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520119,資訊科學與工程學系,D 日,M 碩士,43,37,6
104,一般,公立,0006,國立中興大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520119,資訊科學與工程學系,D 日,B 學士,45,39,6
104,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,480303,多媒體工程研究所,D 日,M 碩士,41,30,11
104,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,187,140,47
104,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0612 資料庫、網路設計及管理學類,06121 資料庫、網路設計及管理細學類,520117,網路工程研究所,D 日,M 碩士,43,37,6
104,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520119,資訊科學與工程研究所,D 日,D 博士,22,22,-
104,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520119,資訊科學與工程研究所,D 日,M 碩士,128,104,24
104,一般,公立,0007,國立交通大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,529925,聲音與音樂創意科技碩士學位學程,D 日,M 碩士,15,13,2
104,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,140805,網路學習科技研究所,D 日,D 博士,3,2,1
104,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,140805,網路學習科技研究所,D 日,M 碩士,14,8,6
104,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,D 博士,6,6,-
104,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,50,35,15
104,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,96,52,44
104,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,D 博士,10,9,1
104,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,111,90,21
104,一般,公立,0008,國立中央大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,109,88,21
104,一般,公立,0009,國立中山大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,D 博士,2,2,-
104,一般,公立,0009,國立中山大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,46,31,15
104,一般,公立,0009,國立中山大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,44,26,18
104,一般,公立,0012,國立臺灣海洋大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,D 博士,3,3,-
104,一般,公立,0012,國立臺灣海洋大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,46,36,10
104,一般,公立,0012,國立臺灣海洋大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,106,89,17
104,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,D 博士,3,1,2
104,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,36,22,14
104,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,42,28,14
104,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,D 博士,6,6,-
104,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,103,82,21
104,一般,公立,0013,國立中正大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,90,74,16
104,一般,公立,0014,國立高雄師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,480317,軟體工程與管理學系,D 日,M 碩士,6,4,2
104,一般,公立,0014,國立高雄師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06132 軟體開發細學類,480317,軟體工程與管理學系,D 日,B 學士,25,14,11
104,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,20,14,6
104,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,53,23,30
104,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,21,18,3
104,一般,公立,0015,國立彰化師範大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,39,28,11
104,一般,公立,0017,國立臺北大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理研究所,D 日,M 碩士,14,7,7
104,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,10,5,5
104,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,48,32,16
104,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,D 博士,1,-,1
104,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,19,13,6
104,一般,公立,0018,國立嘉義大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,40,34,6
104,一般,公立,0019,國立高雄大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,4,2,2
104,一般,公立,0019,國立高雄大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,47,21,26
104,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,480109,資訊管理碩士學位學程,D 日,M 碩士,11,8,3
104,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,480109,資訊管理學系,D 日,B 學士,43,28,15
104,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,D 博士,3,3,-
104,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,42,39,3
104,一般,公立,0020,國立東華大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,51,40,11
104,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,34,25,9
104,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,51,33,18
104,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,35,30,5
104,一般,公立,0021,國立暨南國際大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,47,30,17
104,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,3,3,-
104,一般,公立,0030,國立臺東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,41,31,10
104,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,11,7,4
104,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,68,33,35
104,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,9,8,1
104,一般,公立,0032,國立聯合大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,40,35,5
104,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,140804,數位學習科技學系,D 日,D 博士,3,1,2
104,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,140804,數位學習科技學系,D 日,M 碩士,13,11,2
104,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,140804,數位學習科技學系,D 日,B 學士,34,19,15
104,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,9,7,2
104,一般,公立,0036,國立臺南大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,39,32,7
104,一般,公立,0037,國立臺北教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,520116,資訊科學系,D 日,M 碩士,16,10,6
104,一般,公立,0037,國立臺北教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06134 電算機應用細學類,520116,資訊科學系,D 日,B 學士,40,25,15
104,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,480505,數位內容科技學系,D 日,M 碩士,10,4,6
104,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06133 系統設計細學類,480505,數位內容科技學系,D 日,B 學士,41,23,18
104,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,M 碩士,12,10,2
104,一般,公立,0039,國立臺中教育大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,43,33,10
104,一般,公立,0048,國立金門大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520114,資訊工程學系,D 日,B 學士,44,37,7
104,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,M 碩士,8,6,2
104,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,480109,資訊管理學系,D 日,B 學士,61,32,29
104,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0619 其他資訊通訊科技學類,06199 其他資訊通訊科技細學類,489901,電腦與智慧型機器人學士學位學程,D 日,B 學士,32,26,6
104,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520116,資訊科學系,D 日,M 碩士,17,14,3
104,一般,公立,0052,國立屏東大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520116,資訊科學系,D 日,B 學士,35,25,10
104,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520116,資訊科學系,D 日,M 碩士,9,7,2
104,一般,公立,3002,臺北市立大學,06 資訊通訊科技領域,061 資訊通訊科技學門,0613 軟體及應用的開發與分析學類,06131 資訊技術細學類,520116,資訊科學系,D 日,B 學士,35,24,11
